neg_prob,neu_prob,pos_prob
0.236611,0.559326,0.204063
0.22941,0.602347,0.168243
0.902945,0.075964,0.021091
0.341261,0.417539,0.2412
0.210114,0.385329,0.404557
0.085642,0.789131,0.125227
0.751548,0.215039,0.033413
0.107527,0.236772,0.655701
0.231573,0.638526,0.129901
0.770807,0.181797,0.047396
0.940171,0.047517,0.012312
0.432428,0.429755,0.137818
0.786373,0.191537,0.02209
0.562988,0.381221,0.055791
0.2877,0.472684,0.239616
0.253892,0.510323,0.235785
0.599975,0.379441,0.020584
0.70079,0.269556,0.029654
0.322649,0.555999,0.121351
0.814345,0.167417,0.018238
0.69453,0.254655,0.050815
0.893647,0.092104,0.014249
0.941793,0.044988,0.013219
0.541838,0.417864,0.040298
0.202919,0.376474,0.420607
0.650785,0.318265,0.03095
0.428087,0.438638,0.133275
0.656824,0.297051,0.046125
0.862622,0.121176,0.016202
0.68706,0.245099,0.067841
0.268642,0.399251,0.332107
0.044116,0.637623,0.318261
0.038134,0.827859,0.134007
0.532087,0.385766,0.082147
0.356652,0.542583,0.100765
0.62656,0.312336,0.061104
0.205737,0.71188,0.082383
0.923348,0.062957,0.013695
0.055351,0.471614,0.473035
0.421223,0.481795,0.096982
0.497976,0.428893,0.073131
0.669183,0.301614,0.029203
0.696288,0.201991,0.10172
0.539831,0.30407,0.156099
0.135434,0.300411,0.564155
0.621777,0.234756,0.143467
0.947206,0.041394,0.0114
0.139308,0.653096,0.207596
0.370503,0.306654,0.322843
0.183941,0.601044,0.215015
0.175402,0.610912,0.213686
0.31803,0.474478,0.207492
0.562939,0.365667,0.071394
0.24007,0.649755,0.110175
0.548718,0.288857,0.162425
0.819381,0.162315,0.018304
0.16191,0.665439,0.172651
0.917765,0.068484,0.013751
0.372115,0.579945,0.047941
0.791505,0.162205,0.04629
0.692697,0.280688,0.026616
0.733252,0.245336,0.021412
0.187238,0.655383,0.157379
0.475903,0.456721,0.067376
0.245524,0.465033,0.289443
0.150646,0.338811,0.510543
0.334579,0.385561,0.27986
0.56665,0.343807,0.089542
0.314483,0.301495,0.384022
0.534591,0.34219,0.123219
0.598,0.350501,0.051499
0.287334,0.477496,0.235169
0.823585,0.159557,0.016858
0.745789,0.233682,0.02053
0.900588,0.085282,0.014129
0.237757,0.469977,0.292266
0.929782,0.056554,0.013663
0.191135,0.498176,0.310689
0.177283,0.48031,0.342408
0.356393,0.380988,0.262619
0.206586,0.378034,0.415381
0.259746,0.492919,0.247335
0.425634,0.388181,0.186185
0.816551,0.160998,0.02245
0.711733,0.25806,0.030207
0.745655,0.219423,0.034922
0.71893,0.242523,0.038547
0.589374,0.289533,0.121093
0.125146,0.281382,0.593472
0.552074,0.339314,0.108612
0.406139,0.515663,0.078198
0.739755,0.205254,0.054991
0.908472,0.074569,0.016959
0.3639,0.31481,0.32129
0.520138,0.299218,0.180644
0.62185,0.25514,0.123011
0.223919,0.378462,0.397619
0.878784,0.091796,0.029421
0.159898,0.806529,0.033574
0.20922,0.373819,0.416961
0.225985,0.736031,0.037984
0.350411,0.358063,0.291526
0.46552,0.405631,0.128849
0.158914,0.230919,0.610167
0.477608,0.319578,0.202814
0.448959,0.343557,0.207484
0.65768,0.310295,0.032025
0.467003,0.336005,0.196992
0.188432,0.356275,0.455293
0.682474,0.278373,0.039154
0.828049,0.131019,0.040931
0.852064,0.128364,0.019572
0.844521,0.131458,0.02402
0.761411,0.175772,0.062816
0.641926,0.258045,0.100029
0.465569,0.304495,0.229936
0.560717,0.322621,0.116662
0.50617,0.258968,0.234862
0.896197,0.090359,0.013444
0.381007,0.501585,0.117408
0.510489,0.347091,0.14242
0.719388,0.247295,0.033317
0.805659,0.174457,0.019884
0.798517,0.176252,0.02523
0.933386,0.054174,0.01244
0.641297,0.294692,0.064011
0.926479,0.059785,0.013736
0.324875,0.539757,0.135368
0.432234,0.41656,0.151206
0.419588,0.509005,0.071407
0.492185,0.459601,0.048215
0.280613,0.641682,0.077705
0.366569,0.588799,0.044632
0.434095,0.52019,0.045715
0.74414,0.23868,0.017181
0.849283,0.109924,0.040793
0.891701,0.088467,0.019832
0.293625,0.541827,0.164548
0.840504,0.127001,0.032495
0.277987,0.538389,0.183624
0.654277,0.251449,0.094274
0.316646,0.396583,0.28677
0.275065,0.528857,0.196078
0.80507,0.156459,0.038471
0.139146,0.587967,0.272886
0.729287,0.196716,0.073997
0.497306,0.300758,0.201936
0.804853,0.164573,0.030574
0.895307,0.082874,0.02182
0.387221,0.333765,0.279014
0.713054,0.246128,0.040818
0.546019,0.384765,0.069216
0.855863,0.1159,0.028237
0.309307,0.409588,0.281105
0.409219,0.529791,0.06099
0.877231,0.108408,0.01436
0.136811,0.604129,0.25906
0.425477,0.424795,0.149728
0.384511,0.422962,0.192527
0.41802,0.523211,0.058769
0.80743,0.170354,0.022216
0.927809,0.0614,0.010791
0.482306,0.381513,0.136182
0.801545,0.151674,0.046781
0.819664,0.150629,0.029707
0.688342,0.281012,0.030646
0.848437,0.128142,0.023421
0.840748,0.139334,0.019918
0.483992,0.447958,0.06805
0.805828,0.143402,0.05077
0.893713,0.094236,0.012051
0.766991,0.203992,0.029017
0.908796,0.078744,0.01246
0.422167,0.493776,0.084057
0.928922,0.060582,0.010496
0.449928,0.498642,0.051431
0.880551,0.102725,0.016724
0.565304,0.381849,0.052847
0.74711,0.219812,0.033077
0.858888,0.120525,0.020587
0.099149,0.822666,0.078186
0.921763,0.067237,0.011
0.813715,0.169175,0.01711
0.835745,0.147694,0.016561
0.918807,0.065296,0.015897
0.626943,0.346416,0.026641
0.769738,0.190384,0.039877
0.919087,0.063172,0.017741
0.643065,0.329444,0.02749
0.872401,0.108251,0.019348
0.641297,0.331032,0.027672
0.791679,0.180318,0.028003
0.742875,0.220635,0.03649
0.709254,0.255253,0.035493
0.896749,0.089743,0.013509
0.794968,0.188076,0.016957
0.928438,0.049767,0.021795
0.905075,0.075816,0.019109
0.518621,0.426754,0.054625
0.81091,0.167826,0.021264
0.809454,0.163775,0.026771
0.163277,0.761849,0.074874
0.900676,0.085671,0.013653
0.814821,0.151249,0.03393
0.27024,0.646929,0.082831
0.127117,0.416301,0.456582
0.907749,0.079222,0.01303
0.77493,0.165854,0.059216
0.497857,0.464593,0.03755
0.464143,0.259605,0.276253
0.018315,0.067167,0.914518
0.718094,0.224225,0.057682
0.927206,0.060554,0.012241
0.747221,0.194578,0.058201
0.34364,0.392183,0.264177
0.17867,0.237074,0.584255
0.091555,0.318303,0.590142
0.444055,0.437354,0.118591
0.823268,0.149155,0.027577
0.830013,0.146126,0.023862
0.762561,0.194755,0.042684
0.256772,0.553187,0.190041
0.534342,0.389411,0.076246
0.896231,0.088737,0.015032
0.481704,0.48336,0.034936
0.640322,0.298519,0.061158
0.31998,0.600874,0.079146
0.536254,0.348156,0.115591
0.244968,0.424966,0.330066
0.295707,0.508865,0.195428
0.928958,0.057454,0.013588
0.658424,0.244272,0.097304
0.816395,0.160713,0.022892
0.789384,0.182354,0.028262
0.60658,0.308197,0.085224
0.332487,0.543467,0.124046
0.170141,0.309974,0.519885
0.893556,0.094068,0.012376
0.880867,0.102658,0.016475
0.289613,0.55783,0.152557
0.908702,0.074205,0.017094
0.785398,0.18015,0.034453
0.881157,0.105082,0.013761
0.5649,0.30267,0.132431
0.616989,0.351338,0.031673
0.670687,0.276895,0.052418
0.898831,0.085609,0.015559
0.631917,0.310112,0.057971
0.528764,0.410997,0.060239
0.352299,0.542202,0.105499
0.098088,0.230045,0.671867
0.287417,0.613419,0.099164
0.948727,0.042891,0.008382
0.828247,0.150617,0.021136
0.565121,0.366914,0.067965
0.257231,0.426969,0.315799
0.829666,0.124615,0.045718
0.310723,0.496648,0.19263
0.446171,0.395897,0.157931
0.359789,0.526025,0.114186
0.361208,0.414171,0.224621
0.850587,0.115531,0.033881
0.137451,0.582689,0.27986
0.254187,0.402868,0.342944
0.305764,0.579639,0.114598
0.792307,0.180031,0.027661
0.509058,0.448811,0.042131
0.444782,0.485481,0.069738
0.925754,0.060269,0.013977
0.55237,0.354476,0.093154
0.22151,0.553039,0.225451
0.565278,0.391533,0.043189
0.84041,0.138003,0.021588
0.711249,0.258066,0.030684
0.393263,0.51024,0.096496
0.463043,0.424436,0.112521
0.371881,0.418301,0.209817
0.336396,0.599523,0.064081
0.534375,0.389489,0.076136
0.139863,0.703214,0.156922
0.787483,0.176104,0.036413
0.592141,0.265671,0.142187
0.239245,0.590238,0.170517
0.17796,0.696938,0.125103
0.244386,0.547384,0.208231
0.343035,0.476792,0.180173
0.050186,0.633142,0.316671
0.23217,0.548216,0.219614
0.606154,0.34515,0.048695
0.066183,0.401003,0.532814
0.311278,0.442955,0.245767
0.446681,0.291407,0.261912
0.952904,0.034184,0.012912
0.79849,0.171942,0.029569
0.244578,0.317546,0.437876
0.189185,0.413808,0.397007
0.841563,0.130021,0.028415
0.073441,0.648891,0.277668
0.887502,0.100039,0.01246
0.057403,0.100163,0.842434
0.100144,0.68042,0.219436
0.812394,0.152289,0.035317
0.069055,0.227654,0.703291
0.121411,0.797903,0.080686
0.236916,0.465095,0.297989
0.238188,0.455841,0.305972
0.53151,0.289009,0.179481
0.935906,0.051793,0.0123
0.760089,0.186339,0.053571
0.948174,0.042667,0.009159
0.63386,0.27232,0.09382
0.183682,0.242225,0.574093
0.073666,0.209317,0.717017
0.312029,0.326472,0.361499
0.928694,0.060997,0.010309
0.28722,0.547592,0.165187
0.13472,0.488289,0.376991
0.042289,0.516669,0.441042
0.779312,0.172892,0.047796
0.134464,0.647998,0.217538
0.302558,0.343433,0.35401
0.607315,0.369323,0.023362
0.242849,0.468118,0.289033
0.113238,0.58254,0.304221
0.120905,0.574256,0.304839
0.522064,0.296721,0.181215
0.312441,0.485916,0.201643
0.554784,0.331406,0.11381
0.897569,0.090705,0.011726
0.820645,0.16008,0.019275
0.452644,0.3072,0.240156
0.246177,0.31527,0.438552
0.21598,0.258007,0.526013
0.176191,0.701922,0.121887
0.157458,0.641161,0.201381
0.070456,0.418747,0.510797
0.226911,0.280165,0.492923
0.281032,0.371993,0.346975
0.190396,0.268859,0.540745
0.094845,0.683851,0.221304
0.036414,0.792508,0.171078
0.205308,0.541324,0.253368
0.238137,0.548754,0.21311
0.324409,0.352505,0.323087
0.137816,0.714519,0.147665
0.44277,0.370261,0.186969
0.305482,0.454868,0.23965
0.037724,0.833056,0.12922
0.206504,0.463511,0.329985
0.234918,0.425816,0.339267
0.2289,0.466828,0.304272
0.228011,0.504573,0.267416
0.127665,0.454044,0.418291
0.098242,0.542958,0.358799
0.850431,0.133922,0.015648
0.51371,0.457959,0.028331
0.304964,0.606519,0.088518
0.87095,0.115473,0.013578
0.876117,0.095439,0.028444
0.45502,0.397661,0.147319
0.446811,0.409334,0.143855
0.2207,0.730848,0.048452
0.518897,0.322619,0.158484
0.083683,0.217334,0.698983
0.910971,0.075879,0.01315
0.380365,0.346112,0.273524
0.532355,0.391092,0.076554
0.130797,0.639996,0.229207
0.734871,0.21857,0.046559
0.866777,0.112223,0.021
0.712715,0.254701,0.032584
0.497596,0.35887,0.143534
0.235872,0.506465,0.257663
0.88873,0.090696,0.020574
0.698618,0.259897,0.041485
0.523078,0.389621,0.087301
0.702487,0.253238,0.044275
0.909965,0.069811,0.020225
0.622395,0.323785,0.05382
0.222741,0.63028,0.146979
0.396532,0.357375,0.246093
0.959601,0.03003,0.010369
0.868825,0.108659,0.022516
0.775427,0.206416,0.018157
0.665532,0.282945,0.051523
0.261177,0.566858,0.171965
0.694242,0.283638,0.02212
0.796041,0.157985,0.045974
0.904771,0.081234,0.013996
0.714443,0.253997,0.03156
0.879247,0.106614,0.014139
0.869471,0.118372,0.012157
0.76483,0.197587,0.037584
0.699064,0.255983,0.044954
0.240384,0.619418,0.140198
0.27702,0.360803,0.362177
0.210107,0.343992,0.445901
0.690109,0.238385,0.071506
0.296262,0.308639,0.395099
0.161903,0.240903,0.597194
0.681054,0.212245,0.1067
0.236165,0.677204,0.086632
0.253488,0.524848,0.221664
0.733785,0.212881,0.053334
0.458087,0.346063,0.19585
0.607629,0.287333,0.105038
0.926527,0.061485,0.011988
0.715916,0.192599,0.091484
0.201294,0.590545,0.208161
0.43272,0.363638,0.203642
0.210631,0.330883,0.458487
0.103593,0.394729,0.501679
0.460536,0.305442,0.234022
0.888397,0.096456,0.015147
0.111684,0.576702,0.311614
0.02858,0.696331,0.275088
0.21004,0.515452,0.274508
0.187721,0.418217,0.394062
0.576591,0.331755,0.091654
0.749864,0.174176,0.07596
0.538174,0.342614,0.119212
0.907352,0.082383,0.010265
0.444866,0.421418,0.133716
0.90172,0.083631,0.014649
0.488921,0.481187,0.029892
0.78803,0.194339,0.017631
0.851802,0.127564,0.020634
0.625941,0.293182,0.080877
0.919718,0.068346,0.011935
0.714137,0.211562,0.0743
0.885822,0.097345,0.016833
0.854593,0.124465,0.020942
0.089582,0.494536,0.415881
0.412308,0.459169,0.128523
0.826231,0.157614,0.016155
0.38,0.452183,0.167817
0.881952,0.102318,0.01573
0.890348,0.091581,0.018071
0.581055,0.322595,0.096351
0.055437,0.266714,0.677849
0.854104,0.125605,0.020291
0.912755,0.068058,0.019188
0.698482,0.25406,0.047458
0.241725,0.49829,0.259985
0.735006,0.225709,0.039285
0.470354,0.300231,0.229415
0.781909,0.159836,0.058255
0.725261,0.243271,0.031468
0.909074,0.078588,0.012338
0.441367,0.453633,0.105
0.428913,0.371056,0.200031
0.586692,0.313997,0.099311
0.795858,0.16474,0.039402
0.91108,0.068751,0.020169
0.227897,0.31685,0.455253
0.908312,0.077531,0.014157
0.847059,0.133479,0.019463
0.717484,0.26283,0.019686
0.208691,0.271084,0.520225
0.352097,0.43654,0.211363
0.163203,0.459625,0.377172
0.926677,0.063231,0.010091
0.77731,0.175291,0.047399
0.042256,0.883107,0.074637
0.124397,0.773426,0.102177
0.034414,0.852222,0.113364
0.907445,0.075157,0.017397
0.573274,0.299742,0.126984
0.813102,0.146958,0.03994
0.837411,0.120665,0.041924
0.383875,0.552124,0.064002
0.718641,0.227699,0.05366
0.87736,0.109397,0.013242
0.460461,0.457726,0.081813
0.327952,0.528199,0.143849
0.341603,0.503827,0.15457
0.746113,0.205053,0.048834
0.78647,0.192325,0.021206
0.322629,0.521248,0.156123
0.267599,0.541554,0.190847
0.173219,0.616001,0.210779
0.390735,0.425221,0.184044
0.647814,0.321846,0.03034
0.744649,0.22044,0.034911
0.0983,0.777968,0.123732
0.711022,0.226321,0.062657
0.513321,0.366398,0.12028
0.767737,0.178527,0.053736
0.88649,0.087547,0.025963
0.869119,0.099848,0.031034
0.860727,0.109876,0.029397
0.853256,0.125676,0.021067
0.773204,0.196928,0.029868
0.121724,0.77714,0.101136
0.264718,0.670537,0.064745
0.584366,0.272447,0.143187
0.204188,0.620545,0.175267
0.796818,0.174208,0.028974
0.227712,0.450119,0.322168
0.923609,0.062133,0.014258
0.303961,0.598386,0.097653
0.210486,0.598556,0.190958
0.726705,0.219494,0.053802
0.287669,0.392539,0.319792
0.508369,0.418502,0.073129
0.941169,0.044222,0.014609
0.893582,0.086858,0.019561
0.922441,0.059872,0.017687
0.938132,0.050761,0.011107
0.92179,0.065016,0.013195
0.798944,0.179748,0.021307
0.941701,0.048415,0.009884
0.740445,0.197832,0.061723
0.688333,0.201867,0.1098
0.923405,0.067063,0.009532
0.945383,0.042424,0.012194
0.789609,0.138954,0.071437
0.856334,0.125406,0.01826
0.885026,0.095127,0.019848
0.498653,0.334269,0.167079
0.775264,0.200149,0.024587
0.164731,0.717551,0.117718
0.866997,0.108419,0.024584
0.887473,0.066051,0.046476
0.280493,0.62419,0.095317
0.879085,0.105273,0.015642
0.933138,0.053824,0.013037
0.217765,0.570147,0.212088
0.898177,0.080009,0.021814
0.934662,0.049081,0.016257
0.772957,0.179021,0.048022
0.925526,0.058618,0.015856
0.778307,0.165476,0.056216
0.853966,0.131148,0.014887
0.440509,0.492873,0.066618
0.432475,0.46717,0.100355
0.450377,0.331148,0.218475
0.210396,0.46511,0.324494
0.779008,0.198143,0.022849
0.359287,0.599898,0.040815
0.372572,0.438503,0.188925
0.097382,0.681337,0.221281
0.329499,0.370146,0.300355
0.260206,0.42559,0.314203
0.493134,0.301237,0.205628
0.361304,0.339041,0.299655
0.347073,0.527879,0.125048
0.684775,0.216668,0.098557
0.137282,0.548387,0.314331
0.059894,0.607084,0.333022
0.142306,0.568837,0.288857
0.351618,0.600478,0.047903
0.37979,0.387057,0.233153
0.153998,0.555461,0.290541
0.66084,0.311477,0.027683
0.48204,0.457992,0.059968
0.843875,0.136356,0.01977
0.73992,0.208019,0.052061
0.878123,0.095844,0.026033
0.825353,0.148962,0.025685
0.67615,0.269096,0.054754
0.407304,0.495416,0.09728
0.039844,0.820375,0.139781
0.259039,0.406794,0.334167
0.683455,0.287693,0.028852
0.40032,0.445305,0.154375
0.373893,0.596833,0.029274
0.344447,0.501806,0.153747
0.885509,0.101989,0.012502
0.120421,0.418649,0.46093
0.234039,0.339936,0.426026
0.158038,0.367262,0.4747
0.490624,0.394804,0.114572
0.268642,0.491378,0.239981
0.194472,0.443549,0.36198
0.507295,0.443292,0.049413
0.246319,0.26756,0.486122
0.216844,0.511987,0.271169
0.201276,0.319258,0.479466
0.216171,0.487315,0.296514
0.293033,0.347114,0.359853
0.117499,0.683692,0.198809
0.231876,0.507223,0.260901
0.23238,0.320747,0.446873
0.114967,0.344574,0.540459
0.620796,0.334034,0.04517
0.868083,0.116961,0.014956
0.115519,0.76586,0.11862
0.774302,0.200899,0.024799
0.108865,0.583407,0.307728
0.062671,0.866413,0.070917
0.084196,0.765853,0.14995
0.264471,0.424687,0.310842
0.14083,0.280911,0.578259
0.41748,0.308942,0.273578
0.84386,0.119487,0.036653
0.826045,0.126843,0.047112
0.459387,0.373328,0.167286
0.833627,0.151379,0.014995
0.834815,0.122712,0.042473
0.142667,0.756595,0.100737
0.109079,0.4747,0.41622
0.42153,0.405744,0.172726
0.205279,0.649887,0.144834
0.345488,0.548399,0.106113
0.196416,0.341183,0.462401
0.353702,0.297869,0.348429
0.300943,0.636583,0.062474
0.127541,0.547968,0.324491
0.832271,0.131114,0.036616
0.886552,0.0771,0.036348
0.067488,0.499869,0.432643
0.766273,0.188723,0.045004
0.417328,0.395166,0.187506
0.337031,0.537952,0.125017
0.920671,0.067048,0.012281
0.077481,0.133075,0.789445
0.057107,0.599525,0.343367
0.184939,0.510242,0.304818
0.69217,0.239169,0.068661
0.822024,0.132715,0.045261
0.403924,0.435061,0.161015
0.116476,0.328056,0.555468
0.339891,0.549715,0.110394
0.547829,0.41519,0.036981
0.68837,0.281754,0.029876
0.776231,0.206161,0.017608
0.819772,0.155189,0.025039
0.683573,0.274051,0.042376
0.811891,0.156868,0.03124
0.772767,0.184267,0.042966
0.82555,0.12506,0.049391
0.876771,0.102351,0.020878
0.861972,0.11235,0.025678
0.889619,0.094281,0.0161
0.832208,0.141384,0.026408
0.659235,0.266467,0.074298
0.871602,0.106077,0.022321
0.885674,0.09729,0.017037
0.428173,0.49386,0.077967
0.532929,0.40626,0.060811
0.614854,0.358392,0.026753
0.280949,0.505272,0.213779
0.790075,0.187738,0.022187
0.195748,0.712813,0.091439
0.333017,0.447779,0.219204
0.603217,0.345305,0.051477
0.196827,0.686057,0.117116
0.730956,0.243817,0.025227
0.829732,0.139204,0.031064
0.392556,0.389598,0.217846
0.329787,0.571143,0.09907
0.613469,0.291984,0.094547
0.627684,0.300396,0.071919
0.922099,0.068572,0.009329
0.816214,0.166479,0.017306
0.405697,0.380228,0.214075
0.65369,0.250677,0.095632
0.177692,0.605515,0.216793
0.267312,0.343892,0.388796
0.022713,0.221311,0.755976
0.212415,0.652998,0.134587
0.808093,0.153895,0.038012
0.568713,0.382753,0.048534
0.658564,0.255644,0.085792
0.242673,0.381049,0.376278
0.567759,0.358408,0.073833
0.251411,0.371895,0.376695
0.416299,0.442741,0.14096
0.714837,0.260729,0.024434
0.305461,0.647791,0.046748
0.494812,0.414021,0.091167
0.89695,0.091436,0.011614
0.243216,0.701211,0.055573
0.802311,0.153143,0.044546
0.23754,0.424181,0.338278
0.750156,0.204138,0.045707
0.055182,0.76377,0.181048
0.061177,0.642131,0.296692
0.08804,0.639968,0.271992
0.405531,0.352295,0.242174
0.57913,0.28594,0.13493
0.180204,0.604232,0.215564
0.68036,0.27624,0.0434
0.218499,0.629,0.152501
0.326754,0.451091,0.222155
0.221233,0.442872,0.335895
0.186836,0.471885,0.341278
0.393333,0.373541,0.233126
0.261701,0.622265,0.116034
0.889248,0.091767,0.018985
0.677815,0.24337,0.078815
0.361096,0.520288,0.118616
0.929775,0.055506,0.014719
0.481434,0.38368,0.134886
0.466621,0.405098,0.128281
0.22845,0.558809,0.212741
0.32339,0.431447,0.245163
0.579103,0.282044,0.138853
0.738298,0.248236,0.013466
0.43033,0.454956,0.114714
0.863373,0.1192,0.017427
0.903553,0.082385,0.014062
0.162389,0.684551,0.15306
0.866947,0.101462,0.031591
0.19006,0.542957,0.266984
0.225313,0.283469,0.491218
0.284276,0.474923,0.240801
0.286509,0.286109,0.427382
0.612276,0.32274,0.064984
0.91819,0.070855,0.010956
0.755744,0.182285,0.061971
0.064588,0.31163,0.623782
0.220824,0.467918,0.311259
0.520129,0.439797,0.040074
0.396618,0.427043,0.176339
0.703264,0.179734,0.117002
0.083554,0.534226,0.382219
0.808042,0.159272,0.032686
0.591329,0.37539,0.033281
0.921292,0.06736,0.011348
0.658631,0.278496,0.062874
0.674412,0.296869,0.028719
0.833645,0.129073,0.037282
0.865342,0.1136,0.021058
0.515256,0.445515,0.039229
0.688469,0.241093,0.070438
0.908739,0.072393,0.018868
0.551164,0.312031,0.136805
0.659639,0.256672,0.083688
0.775223,0.186597,0.038181
0.226271,0.564474,0.209255
0.268066,0.55865,0.173284
0.934439,0.05186,0.013701
0.433053,0.39558,0.171368
0.918159,0.063501,0.01834
0.552708,0.276522,0.17077
0.848758,0.127972,0.023271
0.280397,0.522636,0.196967
0.91823,0.069068,0.012702
0.81546,0.143396,0.041144
0.377835,0.565982,0.056184
0.405818,0.432769,0.161414
0.880619,0.087845,0.031536
0.946589,0.039887,0.013524
0.93422,0.053575,0.012205
0.391677,0.423337,0.184987
0.835393,0.126048,0.03856
0.079653,0.320811,0.599536
0.951916,0.035729,0.012355
0.377082,0.42224,0.200678
0.956707,0.03305,0.010242
0.149484,0.178875,0.671641
0.825128,0.152926,0.021946
0.099469,0.733831,0.1667
0.728514,0.207497,0.063989
0.849463,0.131993,0.018545
0.651165,0.314201,0.034634
0.628453,0.328917,0.042629
0.81489,0.161874,0.023237
0.90402,0.084111,0.011869
0.725656,0.230711,0.043633
0.615571,0.350195,0.034233
0.223564,0.561617,0.214819
0.502681,0.388295,0.109024
0.08871,0.485228,0.426061
0.674199,0.285526,0.040275
0.787408,0.185514,0.027078
0.636017,0.335179,0.028805
0.197318,0.624135,0.178547
0.466031,0.400925,0.133044
0.892072,0.092971,0.014957
0.79097,0.16449,0.04454
0.886509,0.090787,0.022704
0.906279,0.08012,0.013601
0.550087,0.370199,0.079714
0.801493,0.177606,0.020901
0.921795,0.063061,0.015144
0.164446,0.434507,0.401046
0.588163,0.255215,0.156621
0.270163,0.397946,0.331891
0.105741,0.639061,0.255198
0.139256,0.620887,0.239857
0.150558,0.341213,0.508229
0.153081,0.211254,0.635665
0.213569,0.331562,0.454869
0.866587,0.113971,0.019442
0.903085,0.0809,0.016014
0.863402,0.119421,0.017177
0.639384,0.292411,0.068205
0.631944,0.252146,0.11591
0.816357,0.116274,0.067369
0.636081,0.275765,0.088154
0.351332,0.367199,0.281469
0.246802,0.539125,0.214073
0.256688,0.626576,0.116736
0.396273,0.519517,0.08421
0.360655,0.504721,0.134625
0.829844,0.155965,0.014191
0.230231,0.459229,0.310541
0.134822,0.720968,0.14421
0.361053,0.377368,0.261579
0.118403,0.629228,0.25237
0.445555,0.474685,0.07976
0.060049,0.864605,0.075346
0.197021,0.705386,0.097593
0.891663,0.096868,0.011469
0.907459,0.078949,0.013593
0.164838,0.490334,0.344828
0.108793,0.749339,0.141868
0.548786,0.419892,0.031321
0.369736,0.559095,0.07117
0.900653,0.087709,0.011638
0.72559,0.222755,0.051656
0.138126,0.80611,0.055764
0.41753,0.407432,0.175039
0.300048,0.328339,0.371613
0.426223,0.533251,0.040526
0.150833,0.605007,0.244161
0.201763,0.332201,0.466036
0.697073,0.24678,0.056147
0.190204,0.374801,0.434994
0.787319,0.19023,0.022451
0.033317,0.106481,0.860202
0.148397,0.343401,0.508202
0.477319,0.407189,0.115492
0.186832,0.53089,0.282278
0.389809,0.498284,0.111906
0.099154,0.484873,0.415973
0.171299,0.277587,0.551115
0.767841,0.209426,0.022733
0.888507,0.097154,0.014339
0.862131,0.123796,0.014073
0.796516,0.188232,0.015252
0.43927,0.473041,0.087689
0.837024,0.147826,0.01515
0.350066,0.586484,0.06345
0.437743,0.299093,0.263164
0.456702,0.347058,0.19624
0.10313,0.644709,0.252161
0.32992,0.371348,0.298733
0.424926,0.535939,0.039135
0.242408,0.638935,0.118657
0.26495,0.481796,0.253254
0.20431,0.441507,0.354183
0.908982,0.076414,0.014604
0.226591,0.397502,0.375907
0.343035,0.328691,0.328274
0.495993,0.398552,0.105455
0.402068,0.500976,0.096956
0.685099,0.265226,0.049676
0.709059,0.259855,0.031086
0.671596,0.244884,0.08352
0.936689,0.051591,0.01172
0.4061,0.506196,0.087704
0.27342,0.601188,0.125392
0.049229,0.317368,0.633403
0.591438,0.328802,0.07976
0.117047,0.723896,0.159057
0.691876,0.267155,0.040969
0.365804,0.490035,0.144161
0.216898,0.636304,0.146797
0.615338,0.350728,0.033934
0.728543,0.226669,0.044788
0.568246,0.362472,0.069283
0.828393,0.143802,0.027805
0.798057,0.16193,0.040013
0.301061,0.497504,0.201436
0.889023,0.086913,0.024064
0.829447,0.123466,0.047087
0.706273,0.206112,0.087615
0.858335,0.109664,0.032001
0.928487,0.061264,0.010249
0.833058,0.143616,0.023326
0.388493,0.444829,0.166677
0.700273,0.275052,0.024675
0.932385,0.056171,0.011444
0.452837,0.335115,0.212048
0.914757,0.073799,0.011444
0.761873,0.159455,0.078672
0.682134,0.219291,0.098575
0.565615,0.337121,0.097264
0.259483,0.342469,0.398048
0.681099,0.225716,0.093184
0.371293,0.507065,0.121642
0.866666,0.115706,0.017628
0.311841,0.569676,0.118484
0.564594,0.400013,0.035392
0.789406,0.192586,0.018008
0.757356,0.22121,0.021434
0.659749,0.301543,0.038708
0.529044,0.427818,0.043138
0.700841,0.27229,0.026868
0.873618,0.108222,0.018159
0.912208,0.069229,0.018564
0.289522,0.420597,0.289881
0.872518,0.113322,0.01416
0.915491,0.07285,0.011659
0.916855,0.070025,0.01312
0.929392,0.057763,0.012844
0.377313,0.418528,0.204159
0.11585,0.717389,0.16676
0.264883,0.445788,0.28933
0.718132,0.191857,0.090011
0.605337,0.28633,0.108333
0.861703,0.109065,0.029232
0.060977,0.379163,0.55986
0.861843,0.114691,0.023467
0.519233,0.415518,0.065249
0.660124,0.311332,0.028544
0.658754,0.275486,0.065759
0.412098,0.546093,0.041809
0.807691,0.172522,0.019788
0.886147,0.099287,0.014566
0.784833,0.194573,0.020594
0.581041,0.366407,0.052551
0.772525,0.195166,0.03231
0.432922,0.474636,0.092441
0.720318,0.262321,0.017361
0.77322,0.203223,0.023557
0.228857,0.496697,0.274446
0.38141,0.31543,0.30316
0.915461,0.070778,0.013761
0.727808,0.228305,0.043887
0.627625,0.281775,0.0906
0.401765,0.309063,0.289172
0.813627,0.15927,0.027103
0.794559,0.160263,0.045178
0.301215,0.486178,0.212607
0.641781,0.279645,0.078574
0.511742,0.397403,0.090856
0.862615,0.111394,0.02599
